Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult,2024,1/2/2024,19,46a35afbad5209029c5673c447c201285b90aeb7,86c60670f3a8400ca0e23faddc0fc71512cfc470,23,,,WHITE,HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,707,7D,1209100,381200,40.717,-67.411,708,7D,396700,125100,38.793,-77.038
Adult,2024,1/2/2024,18,2a0255fb3cd45e40e6a6dd6627d16413ac294c1d,5dc8bcaa8c5d6a3b7ce556340a28ddcc87f11390,21,705,7D,BLACK,NOT HISPANIC,MALE,Narcotics,Consumption of marijuana in public space prohibited,305,3D,398100,138700,38.916,-77.022,305,3D,398100,138700,38.916,-77.022
Adult,2024,1/2/2024,17,d647cf9485a5833aa71dc06fd3d16e0292ceeb1f,ad20dce72ec637b89e33f39ce1764c25140500f4,21,601,6D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Possession Of Unregistered Ammunition,601,6D,405500,138300,38.912,-76.936,601,6D,405500,138300,38.912,-76.936
Adult,2024,1/2/2024,12,46feb7bf7244853ff4ea38f7ece2ac07b5fd47ba,7702460a7ad87b936efb60ecd047372182def2d9,19,707,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,301,3D,396600,138700,38.916,-77.039,301,3D,396600,138700,38.916,-77.039
Adult,2024,1/2/2024,16,33d67fae993ace31ce26856f933bdcdb9c0be83b,b5f44d1a5c180dbfb5d01f0f308a1ba1818f0405,18,104,1D,BLACK,UNKNOWN,MALE,Homicide,Murder II,105,1D,398900,134300,38.877,-77.013,202,2D,392600,143700,38.961,-77.085
Adult,2024,1/3/2024,13,92c5d219e877f88031b27e9d499543473b0e1371,40f5ced9831ea3c8ca9069ce2e05c0aef6b9d719,67,,,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,301,3D,397200,138700,38.916,-77.032,301,3D,397200,138700,38.916,-77.032
Adult,2024,1/3/2024,10,70050b004cf0af875c0cbce245f48457a1255627,000d2134e54c56b26ea284d297ab321569a3ea54,56,,,WHITE,UNKNOWN,MALE,Release Violations,Fugitive From Justice,209,2D,397600,136500,38.897,-77.028,101,1D,398400,136500,38.897,-77.018
Adult,2024,1/3/2024,8,909e8c030f529f4e5e013df01099a336ccc064e0,30861b51fe851da4f7ec506e5c85b81447e1c0c8,55,302,3D,OTHER,NOT HISPANIC,MALE,Other Crimes,Attempted - Attempts To Commit Crime.,301,3D,396700,138900,38.918,-77.038,302,3D,396500,140700,38.934,-77.041
Adult,2024,1/3/2024,14,48b4a20aef3041a73c09779ed2a2cd7da629bb3c,ffaa145f086ed91103e9e9f88328e64237c89ec1,53,608,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,409,4D,398000,140200,38.93,-77.024,409,4D,398000,140200,38.93,-77.024
Adult,2024,1/3/2024,9,bb33acb341dc90526ca000279e40998bcc7edfa7,b988df75583076b43f6ea3cf64ce32b45a3242ab,50,702,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,702,7D,402600,131500,38.851,-76.97,702,7D,402600,131500,38.851,-76.97
Adult,2024,1/3/2024,17,431514ec6d2fe0f33baf993d82606e3805c576c7,48ecbf4a69e0a823fd0eb568926a6ae8136207f1,48,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,101,1D,398100,136800,38.899,-77.022,209,2D,397800,136900,38.9,-77.025
Adult,2024,1/3/2024,0,7f4e51485e6ca9ca7875f19294cc00e112f940d2,19d6cf535548982a15e54e5f8145678a81de1de9,47,207,2D,OTHER,UNKNOWN,MALE,Property Crimes,Receiving Stolen Property,208,2D,396700,137800,38.908,-77.038,208,2D,396700,137800,38.908,-77.038
Adult,2024,1/3/2024,21,775c97232c2b3f89a4c30d3e14e84ec3e993379b,67aaaea4122dc65f2cee86244d575b1e25b236dc,45,,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,503,5D,403000,139600,38.924,-76.966,503,5D,403000,139600,38.924,-76.966
Adult,2024,1/3/2024,12,14529b932e7a267ffc5d92f7287f73b50ba07f34,8ff464ea0a3b53635df1923ad9bfc0541e30dd89,45,605,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,605,6D,402700,134100,38.875,-76.968,605,6D,402700,134100,38.875,-76.968
Adult,2024,1/3/2024,17,d94c3785d222213152b341b463691c7b21509365,6cbd5c54a9eb9378102dbceb65a8578e67204f9e,41,,,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,606,6D,403000,132500,38.86,-76.965,606,6D,403000,132500,38.86,-76.965
Adult,2024,1/3/2024,15,9479065d335a9b7195a5788f1a927b36f2ec7c56,56fd5107cf7972d08834c56feb7e797fef66d777,39,104,1D,BLACK,NOT HISPANIC,MALE,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Pr",503,5D,402300,138600,38.915,-76.974,503,5D,402300,138600,38.915,-76.974
Adult,2024,1/3/2024,12,14529b932e7a267ffc5d92f7287f73b50ba07f34,d35a9f91ac9bb8a126e6f4f28615ecd88af04fe2,38,605,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,605,6D,402700,134100,38.875,-76.968,605,6D,402700,134100,38.875,-76.968
Adult,2024,1/3/2024,18,33ef41283dcf6d31c7f9b85af9ea4aae99556d3c,18dbc9a6c255b18303942e647cf988d78b9c6c4e,38,,,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,406,4D,399200,144400,38.968,-77.009,406,4D,399200,144400,38.968,-77.009
Adult,2024,1/3/2024,11,528ac3c3a379d733cc927dd934461aead46b76a2,e48e24c7f549c39fe3e5beb13b559f8fc76564b1,38,409,4D,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,107,1D,402000,135100,38.883,-76.976,102,1D,398800,136400,38.895,-77.013
Adult,2024,1/3/2024,18,15f52a651cad8d73e600deb1daba13bdce72d28c,0c854faa0edce415ed475e51f85431eaf9d38411,37,607,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,607,6D,402400,133500,38.869,-76.972,607,6D,402400,133500,38.869,-76.972
Adult,2024,1/3/2024,16,a1307a6d6cf15951bb48f6e6ed42d7428a6acac2,83ae394c511679613bf63cbe315896f962094767,36,701,7D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,,,1220300,425900,41.107,-67.222,502,5D,400300,139700,38.925,-76.996
Adult,2024,1/3/2024,23,19d09a298f8baa39f59df10436b37d62709d6451,00157932d965f8fc6e7be05fcfe43841fe71123f,35,403,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,403,4D,397800,143100,38.955,-77.025,403,4D,397800,143100,38.955,-77.025
Adult,2024,1/3/2024,15,c4e8920f61e70bb727210a34f34256674452a8f1,57eb8938eb31fd650f69db7051f1d9ac516dafe0,35,703,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,703,7D,400800,132400,38.86,-76.991,703,7D,400800,132400,38.86,-76.991
Adult,2024,1/3/2024,2,e18dce8142bb56900c6d0e29bee208220f7c0f1b,7aacdd10f3e9bb3568c0170c92c343b6dc0663a3,35,,,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,705,7D,402600,130900,38.846,-76.97,704,7D,402600,130900,38.846,-76.97
Adult,2024,1/3/2024,12,f53583efe2a6533ffabebdb25db2c06d769a727f,e5312a47c636b5620680dfa7f44dfb1c7be0b71a,34,,,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,405,4D,400800,142500,38.951,-76.991,305,3D,397900,138800,38.917,-77.024
Adult,2024,1/3/2024,21,132b0bf6f68e49c4b99e0981e951c532e5369f8c,5d15eba43a1825f8de19b7e5dfeb51f2c43bf160,33,105,1D,BLACK,UNKNOWN,MALE,Release Violations,Fugitive From Justice,507,5D,401500,136400,38.896,-76.983,507,5D,401500,136400,38.896,-76.983
Adult,2024,1/3/2024,6,16818efffdec631ecad5dec0d4799ac1d9f8f8fa,c91f690d0ec2d6edcbd8511267ed7b59ed66d38b,33,306,3D,BLACK,UNKNOWN,MALE,Release Violations,Fugitive From Justice,107,1D,401500,135700,38.889,-76.982,107,1D,401500,135700,38.889,-76.982
Adult,2024,1/3/2024,9,1e9ca385aa234f64921a6b0fcf38ec94d498d826,c0623a45551dcd46564e635a8ff18f6c9b0364df,32,,,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,105,1D,398900,134300,38.877,-77.013,105,1D,398900,134300,38.877,-77.013
Adult,2024,1/3/2024,20,a16273fcbbaa8118cde3b53dbd7cb193873a2b80,0c0db7936b2a282126bc669ac16b0cbdee11c3ab,32,705,7D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,305,3D,397900,138900,38.918,-77.024,305,3D,397900,138900,38.918,-77.024
Adult,2024,1/3/2024,19,47bc321ad43e75cf489fb5b4b588197a71bf0ecc,d3086664a560547e011cc697c766d90876ef5d16,32,,,BLACK,UNKNOWN,MALE,Theft,Theft Second Degree (all Other Larceny),308,3D,399000,138200,38.911,-77.012,308,3D,399000,138400,38.914,-77.012
Adult,2024,1/3/2024,2,a78213c182e6588553ea3032811a3af08457260d,e108e11cac130341691da32fcd09701f099b1ac2,32,503,5D,BLACK,NOT HISPANIC,MALE,Release Violations,Contempt - Condition Of Release Violation,503,5D,403000,141000,38.937,-76.966,503,5D,403000,141000,38.937,-76.966
Adult,2024,1/3/2024,18,82a9ad172043cf087be462559c168124632340e3,1936fbf417d73fc40309b133e50ac294aad1d8ee,31,703,7D,BLACK,NOT HISPANIC,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),708,7D,399100,128300,38.822,-77.01,708,7D,399100,128300,38.822,-77.01
Adult,2024,1/3/2024,10,d5d087af823e24b0c86d689400a67daa27a51578,30b9077e7805b2a13072fa4b23573ec1d7a3dd05,31,408,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,408,4D,397100,140600,38.933,-77.033,408,4D,397100,140600,38.933,-77.033
Adult,2024,1/3/2024,22,6b82b726a88926f885a8c9b2ada84f1a75837dee,0c30a696bce61c4055910d3553da9e7d218e60a1,30,,,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,708,7D,399300,129100,38.83,-77.008,708,7D,399300,129100,38.83,-77.008
Adult,2024,1/3/2024,11,1d9c9c4ab092767492b0ea8196bee97de9bcd50a,be69e4a1495b6a466d7a4594baa487580c1012f6,29,,,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,507,5D,401600,136900,38.9,-76.982,506,5D,401500,137100,38.902,-76.983
Adult,2024,1/3/2024,9,67863bca19ab66625e69050bbcbb2b24ab53be30,e7fdfcea4249c945e4c1f3696ea0d84b524a44f7,29,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,608,6D,406100,136900,38.9,-76.93,701,7D,402600,132300,38.858,-76.97
Adult,2024,1/3/2024,16,81caafe2a71d00cfc86dd6a6736830904402b430,f996f21b253019dfbc4388ca3ce24ececdec0c47,28,604,6D,BLACK,UNKNOWN,FEMALE,Damage to Property,Destruction Of Property - Misd,104,1D,400500,136900,38.9,-76.995,104,1D,400500,136800,38.899,-76.994
Adult,2024,1/3/2024,3,e68d42f8198d8f7c4110d6774ae25bc986bffda8,3349abb2f48b4509052bcd88eacaa92555f7904a,27,,,OTHER,UNKNOWN,MALE,Other Crimes,Unlawful Entry,102,1D,398800,136400,38.895,-77.013,102,1D,398800,136400,38.895,-77.013
Adult,2024,1/3/2024,16,a07c3769171e1e933d3e9796fd2874798c5c17e8,a964b912cab1187f3265701d2d6219b7c0a39a24,27,,,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,507,5D,401600,137000,38.901,-76.982,507,5D,401600,137000,38.901,-76.982
Adult,2024,1/3/2024,22,ccd8dcd7fd9f8b637f98673e6514712e19f3edc2,5845c39143b762f39c06df69e0b06df2d916ea5b,26,402,4D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,405,4D,398600,140200,38.93,-77.016,405,4D,398600,140200,38.93,-77.016
Adult,2024,1/3/2024,13,c11fb7c982e494f0cedd533b41f0c196eecf652b,b1fd40436163df29aa2f92b6765db2d6a1240caa,25,,,OTHER,HISPANIC,FEMALE,Theft,Theft Second Degree (all Other Larceny),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,1/3/2024,18,d25596f42bc57b36bd62b45fbd80385ec805b92a,0289f090b79c550df1ec68db616b82516d5297fd,25,,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,104,1D,400300,136600,38.898,-76.996,104,1D,400300,136600,38.898,-76.996
Adult,2024,1/3/2024,13,c11fb7c982e494f0cedd533b41f0c196eecf652b,1238e6f7bbcd8d389a9ef590901dad5fb6d3e3ce,24,,,OTHER,HISPANIC,FEMALE,Theft,Theft Second Degree (all Other Larceny),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,1/3/2024,15,241919d1ba2ad54562bec537a5d525a606961fa6,1f4e349bd326bdf25d8238383cd3a0ab548444a5,24,504,5D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,302,3D,396100,140400,38.931,-77.045,302,3D,396100,140400,38.931,-77.045
Adult,2024,1/3/2024,20,132eb07f1181cc0f793498228110fe93e3b17e8b,b8b005dd5910b327c843be70cdde25f1dd1a3090,24,602,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,506,5D,401300,137900,38.909,-76.985,506,5D,401300,137900,38.909,-76.985
Adult,2024,1/3/2024,18,cdda0700314942e1845284fe355c6256adf04c16,8ac0979965d261cad598421fce08e05c58d33dbf,23,603,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,604,6D,406000,134500,38.878,-76.931,604,6D,406000,134500,38.878,-76.931
Adult,2024,1/3/2024,0,6382d588f182f3dafbffcbbb97b1b5370457120e,8ad79adab568d087d480ec3d3ed18a07d1fd2cfc,23,,,WHITE,UNKNOWN,FEMALE,Simple Assault,Simple Assault,102,1D,398000,136500,38.896,-77.023,101,1D,398000,136500,38.896,-77.023
Adult,2024,1/3/2024,0,32360a6c5ca6a89528b56e9790fb2c3af26a268a,357629538d60e56f0bcaf5cda145b9d3c28feeeb,22,,,WHITE,UNKNOWN,MALE,Simple Assault,Simple Assault,102,1D,398000,136500,38.896,-77.023,101,1D,398000,136500,38.896,-77.023
Adult,2024,1/3/2024,20,36cd55b228d33118ebc131c5b03062e5143e0b30,54632041ba9d196b007838ef148e660f6d00741e,22,,,BLACK,UNKNOWN,MALE,Theft,Theft Second Degree (all Other Larceny),208,2D,395900,138900,38.918,-77.048,208,2D,395900,138900,38.918,-77.048
Adult,2024,1/3/2024,9,7a9bf2af42dbee8c79c1b2464b89f6f8e910883f,8f880d6e6a93181263d20c7d3e0d0bff180420e1,21,404,4D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Unlawful Poss Firearm -misd,702,7D,402600,131700,38.853,-76.97,708,7D,399800,129300,38.831,-77.002
Adult,2024,1/3/2024,21,96d6fcc29af4feae01965b9af333676271c74083,25952e58a3b9f4f86cf68e97fb9fbbb8e3f1b947,18,507,5D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,507,5D,401500,136900,38.9,-76.982,507,5D,401500,136900,38.9,-76.982
Adult,2024,1/3/2024,16,7f6f699279184126098cf00479039c5d8d9c25d4,d206e3c21f1be3c0d6b9a2a15b39460d68549940,18,302,3D,BLACK,NOT HISPANIC,MALE,Robbery,Attempt To Commit Robbery,504,5D,400600,139400,38.923,-76.993,302,3D,397600,140300,38.931,-77.028
Adult,2024,1/3/2024,13,c11fb7c982e494f0cedd533b41f0c196eecf652b,015697844b46be2f8a3e1489c2af1ee292207045,18,,,OTHER,UNKNOWN,FEMALE,Theft,Theft Second Degree (all Other Larceny),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,1/4/2024,23,3fd72a017f87e1521e07fa7536ce6885a1d6658b,feedd894669b533d203c4fa55df1ae4409fafcb4,64,404,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,404,4D,397400,141600,38.942,-77.03,404,4D,397400,141600,38.942,-77.03
Adult,2024,1/4/2024,17,afe1f80420f07cd4564f5999247a8824de8c672c,2331613b7e9bb74723d76fc14cf7bf5d5c9982c9,56,402,4D,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,302,3D,396300,140600,38.933,-77.043,302,3D,396200,140600,38.934,-77.044
Adult,2024,1/4/2024,3,c9fb17f17fee7989bf4d7fa6afe943ba96df780d,1f34afc18a7e354b33149d6faa0712921bf803cc,54,708,7D,BLACK,UNKNOWN,MALE,Narcotics,Poss Of A Controlled Substance -misd,706,7D,400500,128800,38.827,-76.995,708,7D,399900,128200,38.822,-77.001
Adult,2024,1/4/2024,20,ba0cbfcfdcfa06c077522a11acedcd9614066b6a,1af6628f30ffa2a6e339a2cf75edf33c281f1b32,53,603,6D,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,604,6D,406200,135000,38.883,-76.929,102,1D,398400,136200,38.894,-77.019
Adult,2024,1/4/2024,21,be5379219dd45ac8314c25f7cc9f3e347b4ba2fc,803ea2dfd7572ea2ca1e678eef82897c940fc045,52,306,3D,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,507,5D,402400,136700,38.898,-76.973,507,5D,402400,136700,38.898,-76.973
Adult,2024,1/4/2024,1,7047eebe0705e7ca0cc4cb51570bddf821a5383f,0d5e2384bac8fdcb6afe180e7486df9c19bd2b52,52,504,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,704,7D,401700,131000,38.847,-76.98,704,7D,401700,131000,38.847,-76.98
Adult,2024,1/4/2024,10,0deb8a92c9b949842f4aaba9723a517c1f3c49c4,c74abc20f97bf91a81c04392d6b18bee067c0122,51,506,5D,BLACK,NOT HISPANIC,MALE,Release Violations,Failure To Appear (USAO),506,5D,401300,138100,38.91,-76.985,506,5D,401300,138100,38.91,-76.985
Adult,2024,1/4/2024,16,ab2e573e918c27b51ea99c359759450d41b9155e,e4628416c082dd141cee19b11d7a1ad564c5dadc,51,608,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,603,6D,404300,135500,38.887,-76.951,603,6D,404300,135500,38.887,-76.951
Adult,2024,1/4/2024,0,2d56f3de227c4fcce3109a0acee2f6ba5fc39c6f,fc6c7efc72029d55808a0b0cdb0074b2838bc635,50,,,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,707,7D,400200,130800,38.845,-76.997,Unk,Unk,400200,130800,38.845,-76.997
Adult,2024,1/4/2024,22,e908b199a7da0808989665cefb5c7f85eb765032,806fca26b450478e59369fe5dafc43527cd3485b,49,704,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,704,7D,401900,130800,38.845,-76.978,704,7D,401900,130800,38.845,-76.978
Adult,2024,1/4/2024,13,b345b2ccd91efa5828635c13650776f8c208eeeb,ec05114251ecf69929e7b818cecaf6f14a7f295e,49,608,6D,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,602,6D,,,,,608,6D,406800,136400,38.896,-76.922
Adult,2024,1/4/2024,20,015794969d32136a2138ff64f07325bc6a1410dd,a9e0c1590d5a21966119a0da7560755498b52978,49,707,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,705,7D,401300,130900,38.845,-76.985,705,7D,401300,130900,38.845,-76.985
Adult,2024,1/4/2024,14,201a7be6890fc157cd338857e4c3bc769057a8da,0e31acb11d5ca2f7fae6f8b9b63955f7f74587e1,46,603,6D,BLACK,UNKNOWN,MALE,Traffic Violations,Permit Revoked-oar,302,3D,397300,140100,38.928,-77.031,302,3D,397300,140100,38.928,-77.031
Adult,2024,1/4/2024,13,99f6b35fdf7e21dae2c78ce1965b36df120a32a9,a4a4734aed709684253eefc50f7c0689d5c100cb,46,406,4D,BLACK,NOT HISPANIC,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,501,5D,399600,137700,38.907,-77.005,501,5D,399600,137700,38.907,-77.005
Adult,2024,1/4/2024,15,9f88006c9344e86e621b4d757e8da09b75f312a7,b2d4e1362d58ad0b8e27dc4a309c8fe72584198d,44,706,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,706,7D,400800,129400,38.832,-76.991,706,7D,400800,129400,38.832,-76.991
Adult,2024,1/4/2024,9,351e75e1bf8b5d5d32cf029df1f84883cc509dae,8951fb062aaef381e5de683f3670e7d9860ca6b8,42,302,3D,BLACK,NOT HISPANIC,MALE,Release Violations,Parole Violation (Warrant),404,4D,397600,141400,38.941,-77.028,404,4D,397600,141400,38.941,-77.028
Adult,2024,1/4/2024,4,0ece907b38cbf2cd6c79e85db22a686042497a7b,64c1cc89b939837834720984bca2b617cee2e487,40,702,7D,BLACK,NOT HISPANIC,MALE,Kidnapping,Kidnapping,703,7D,400900,132600,38.862,-76.99,703,7D,400900,132600,38.862,-76.99
Adult,2024,1/4/2024,8,7eca03913bc03e8700d7717071337ced88402d84,d8ee4d753ade8a80284a1f6bcb11bdc90535b279,40,102,1D,BLACK,NOT HISPANIC,MALE,Homicide,Murder I,408,4D,397000,140700,38.935,-77.035,507,5D,401900,136800,38.899,-76.979
Adult,2024,1/4/2024,23,e7fdbd55a1d281e628a3b872241a76d141934d9a,b211d68bc00564164d108fcc4f53e1ab6c5fd9aa,39,105,1D,BLACK,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,105,1D,399100,134000,38.873,-77.01,105,1D,399100,134000,38.873,-77.01
Adult,2024,1/4/2024,11,2473ffe4eee22ac85b9ef88babee541fa3defdd9,633c30712e5143339215487d4e373295abec5854,39,608,6D,BLACK,NOT HISPANIC,FEMALE,Release Violations,Failure To Appear (OAG),106,1D,400000,134300,38.876,-77,102,1D,398400,136200,38.894,-77.019
Adult,2024,1/4/2024,14,76df736192d1a1c7ebbc483061770fa79fd76c2d,50527e6c2b8c97bb2c6676e4f54b60bba2e339c0,38,,,BLACK,NOT HISPANIC,FEMALE,Release Violations,Fugitive From Justice,504,5D,400600,139400,38.922,-76.994,504,5D,400600,139400,38.922,-76.994
Adult,2024,1/4/2024,1,b82bc7e3c9070bbe8321bab115944d18dc75324a,343c087fe59482125cd8cf8e3358f81c97efa4f0,38,507,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,507,5D,402300,137300,38.904,-76.973,507,5D,402300,137300,38.904,-76.973
Adult,2024,1/4/2024,14,9eecd857fc66f7eff32738c1d8f37162115ec058,c3b0eace09ecbae3f312c579b85a6eb525f8f76e,37,608,6D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,308,3D,399200,137700,38.907,-77.009,308,3D,399200,137700,38.907,-77.009
Adult,2024,1/4/2024,16,aa832b3ddc4406a336264ad01a302cc018b722ff,3225386f1dde4196df986d7623f041d65e8ef025,35,507,5D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,708,7D,399200,129400,38.832,-77.009,708,7D,399200,129400,38.832,-77.009
Adult,2024,1/4/2024,11,e5bd90eade16750a97583413e3b17935e4540262,a051b5970dc7c3f787eb745918f5671a35d4202e,35,601,6D,BLACK,UNKNOWN,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,601,6D,404300,137400,38.904,-76.951,601,6D,404300,137400,38.904,-76.951
Adult,2024,1/4/2024,15,1477fd1ba1f14b3e2071158ae51e47c995d3b119,930fc34874d4ceafbc8f16f24b7ca99d30d5133b,34,404,4D,BLACK,NOT HISPANIC,MALE,Release Violations,Parole Violation (Warrant),102,1D,398200,136300,38.894,-77.021,102,1D,398200,136300,38.894,-77.021
Adult,2024,1/4/2024,9,9826b4ede2f4486a88e26310a3646b9b31682279,da57dedfdd40a9bd9426179540d641ac3b56e625,33,304,3D,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,604,6D,405500,135500,38.887,-76.937,604,6D,405500,135500,38.887,-76.937
Adult,2024,1/4/2024,3,37075b0de01fe664a75cea31f14973929d56cf31,6b4dffc5e3274a701d3ea499590914460963f0f8,32,607,6D,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,105,1D,398900,134300,38.877,-77.013,105,1D,399100,133900,38.873,-77.01
Adult,2024,1/4/2024,20,4b2752361c0ad8d73b8ca4bd8d89e616eb02a366,c2e8bdcda9380f0fff6426ef50418ae27359910f,30,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic (misd),301,3D,397200,138900,38.918,-77.032,301,3D,397200,138900,38.918,-77.032
Adult,2024,1/4/2024,16,1ff3ac96e91ba3c6fd42ab7dccb990019ebb0bdd,b97e94a99bf81500d7f041cb70afd86470e344c5,30,105,1D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Counterfeit Tags,,,400100,130900,38.846,-76.998,707,7D,400100,130900,38.846,-76.998
Adult,2024,1/4/2024,19,28c74aa2b2c947d53be2157f196c4dc2557675d6,911c3f95ab5bc455347478ec0b904f2e7d0581d8,30,104,1D,BLACK,UNKNOWN,FEMALE,Damage to Property,Destruction Of Property - Misd,702,7D,401500,131900,38.855,-76.982,702,7D,401500,131900,38.855,-76.982
Adult,2024,1/4/2024,12,1be284818af7f633f92f07e4b0bd5886bc5f383d,fe89ce011aefd8cce7bb794c2407693ca2cb95a6,29,604,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Consumption of marijuana in public space prohibited,302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,1/4/2024,20,5864f2d154c4e0a5b8c3e049087f1ff90fc3d967,bcfb186877ece4f90de976e9b963906f9086b52d,29,,,BLACK,NOT HISPANIC,MALE,Release Violations,Failure To Appear (USAO),302,3D,396700,140400,38.932,-77.038,302,3D,396700,140400,38.932,-77.038
Adult,2024,1/4/2024,4,0ece907b38cbf2cd6c79e85db22a686042497a7b,e31f6de585666c98820412b4998312ee1c26ec70,29,607,6D,UNKNOWN,UNKNOWN,MALE,Kidnapping,Kidnapping,703,7D,400900,132600,38.862,-76.99,703,7D,400900,132600,38.862,-76.99
Adult,2024,1/4/2024,16,a4ded731a43945f37ff0a93db90232b17ad8f380,8fe94d6d1d41dc354fcd90f34355e18f602f65a0,29,706,7D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,308,3D,399200,138000,38.909,-77.009,308,3D,399200,138000,38.909,-77.009
