Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult,2024,12/22/2024,14,255d66a2b58c6b6bd0ffc6aad72b703351e1982b,5c3e209b4781715716a7a046a3804f6ba4bbb3a2,49,706,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,608,6D,406100,136900,38.9,-76.93,602,6D,406500,137300,38.904,-76.926
Adult,2024,12/22/2024,2,99a1ba118a6372f72052dd5eb3168672ab78c08d,972942e88506b085d3ac1a06529d768d7b4c447b,45,,,WHITE,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,305,3D,397400,138800,38.917,-77.03,305,3D,397500,138800,38.917,-77.029
Adult,2024,12/22/2024,9,2a10c1d9d798866292027c562a4035276fa9b7a5,acdbc5e0af531a59e987e817cb6f56d2ee1a6783,44,,,BLACK,UNKNOWN,FEMALE,Theft,Theft (Second Degree),405,4D,,,,,405,4D,399900,141600,38.942,-77.002
Adult,2024,12/22/2024,16,81413483f76ee6ad6ce7f43fdc526c8c16704378,a2193adb364edfbd7db1509d2318d3588c83c3c7,40,,,BLACK,UNKNOWN,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",706,7D,,,,,706,7D,400000,129400,38.833,-77
Adult,2024,12/22/2024,10,f77841e9a7cd3aef6fc85e1d4a66ac4a1d8799d5,6a80b3ee4bd0f6c2f324c41811ab494cafa79d6b,40,604,6D,BLACK,UNKNOWN,FEMALE,Damage to Property,Destruction Of Property - Misd,704,7D,402000,131200,38.849,-76.977,704,7D,402000,131200,38.849,-76.977
Adult,2024,12/22/2024,19,cb272b943b8aca6c43145df9c55d59eba4fe3d6b,529516c16f39b7b1e55bc313796deb23e1241e6e,39,703,7D,BLACK,NOT HISPANIC,FEMALE,Narcotics,Unlawful Possession Of Liquid Pcp,701,7D,401900,133000,38.865,-76.978,701,7D,401900,133000,38.865,-76.978
Adult,2024,12/22/2024,9,6f3fbf79f137f8bbdc773de3b1ad996d7c596938,8c02b4928efed82d2beb31d2bdd00e8df8a8472d,39,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,601,6D,1236300,421200,41.048,-67.04,601,6D,405600,138200,38.911,-76.935
Adult,2024,12/22/2024,14,e846dd7859f8a7141425b6f64d62a1846a026859,3272fb44fe86f8bb428ecb2d772eb6573ffb3b1d,38,605,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,403,4D,397400,143300,38.958,-77.03,403,4D,397400,143300,38.958,-77.03
Adult,2024,12/22/2024,19,0e71c735aab415687b4105d6d6f82235d3018ce9,e5bc9992d7b4fbfcdd46853b9a709b493ba29e8f,38,308,3D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,403800,135600,38.888,-76.956,603,6D,403800,135600,38.888,-76.956
Adult,2024,12/22/2024,23,00f681685a04b9e497b2366b0d3bf4cbd4b4aef6,3351a0e8019aa3fc466a47e18ca9166dc5582ded,37,,,BLACK,UNKNOWN,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),305,3D,397700,138800,38.917,-77.026,305,3D,397700,138800,38.917,-77.026
Adult,2024,12/22/2024,16,d96fb933eb431b0893e5d5e7455948aa0e5c73b7,073564092144d414f66c53cc270505ed2261b0ea,37,,,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,306,3D,398100,138700,38.916,-77.022,306,3D,398100,138700,38.916,-77.022
Adult,2024,12/22/2024,18,6b1af51826f8bebf8bdaf3d26575e3cf1bf75c48,454a81d3d1490c35e493de4a5ea29a7e282019ee,37,,,WHITE,NOT HISPANIC,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,207,2D,1204800,416900,41.041,-67.417,207,2D,395300,136800,38.899,-77.054
Adult,2024,12/22/2024,12,4ab67d3216e03c92902ba61738909744a5fdf77e,7bf273074c60367b7fdbd74763437f171d1cd550,37,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,602,6D,404300,136400,38.896,-76.951,602,6D,404300,136400,38.896,-76.951
Adult,2024,12/22/2024,21,e45b2351943cf3329d1c734c64eb805bab2ddab9,540a9b69bc9ca81e822d994a020f482777a92f2c,36,,,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,207,2D,396300,137300,38.904,-77.043,207,2D,396300,137300,38.904,-77.043
Adult,2024,12/22/2024,23,5e2d1070b379a3cedc0701eec61d2a1da7bd6a7e,86575aafd69d488ce292e6e3f1392e8f3876e337,36,,,WHITE,HISPANIC,MALE,Theft,Theft (Second Degree),303,3D,396400,139500,38.923,-77.041,303,3D,396400,139500,38.923,-77.041
Adult,2024,12/22/2024,17,0ab462819d9fc804b120738f46040d4f657feb04,39ba9e3b08339187c798a9d01552321a881cc123,36,,,BLACK,UNKNOWN,MALE,Narcotics,Consumption of marijuana in public space prohibited,702,7D,,,,,706,7D,400100,129000,38.829,-76.998
Adult,2024,12/22/2024,17,1b21c3a19b4f0af1505d0e941414b431ecaef157,e52cd1d0d23b15d0b74fb3a5d32e377b5f50ce46,36,703,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,706,7D,401000,129400,38.833,-76.989,706,7D,401000,129400,38.833,-76.989
Adult,2024,12/22/2024,17,1b754cdb35ccc84b3570712eabeaa120502959d1,8f9b48a04018dc5a89cfb20a4acbfbe088a680e6,36,606,6D,BLACK,UNKNOWN,FEMALE,Traffic Violations,Counterfeit Tags,704,7D,401800,130700,38.844,-76.979,704,7D,401800,130700,38.844,-76.979
Adult,2024,12/22/2024,2,1380ba9dae621500f1f6ec9c9a85ff24534f86c0,0485d72c8bb1323aab7e5b000bbfade665859614,34,,,BLACK,NOT HISPANIC,FEMALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,302,3D,,,38.929,-77.033,302,3D,397200,140100,38.929,-77.032
Adult,2024,12/22/2024,19,cb272b943b8aca6c43145df9c55d59eba4fe3d6b,7858f146346942df3657ea1a0c7487ed2de69255,34,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,701,7D,401900,133000,38.865,-76.978,701,7D,401900,133000,38.865,-76.978
Adult,2024,12/22/2024,23,00f681685a04b9e497b2366b0d3bf4cbd4b4aef6,61ec800fe772c0069f49cbcf6b48791be2a1a37f,34,505,5D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),305,3D,397700,138800,38.917,-77.026,305,3D,397700,138800,38.917,-77.026
Adult,2024,12/22/2024,4,4a9b4704df093dab5119977f096aeb0dbc998af8,cb954bf512e38ba9a16778dea189130d1bcbf84d,33,601,6D,BLACK,NOT HISPANIC,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,601,6D,1232200,419600,41.038,-67.091,608,6D,406000,137100,38.901,-76.93
Adult,2024,12/22/2024,16,49293bbcf5c59095f5cd4e970d5b5b8432e11019,b667fda0be4a5a7c32cce8a7b805ddfdc6e33ade,33,308,3D,BLACK,NOT HISPANIC,MALE,Release Violations,Failure To Appear (USAO),308,3D,398300,138400,38.914,-77.02,308,3D,398300,138400,38.914,-77.02
Adult,2024,12/22/2024,9,7ecaef8c219683e7b577bc8925313911a1ab6ab2,d134c50f0ecfc10263e72c41ca02e25308a2e4e5,33,601,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,602,6D,1236500,416900,41.01,-67.043,602,6D,405700,136800,38.899,-76.935
Adult,2024,12/22/2024,18,817d2c92a7e8d60e17a59168715abb37b18390c0,ab285147ed64a78d9858c2fecd916efd60fd4bb4,33,704,7D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,704,7D,401600,130800,38.845,-76.981,703,7D,400700,132500,38.86,-76.992
Adult,2024,12/22/2024,10,44a48511cfbd6b169f39313092fa0f1d53d2f221,f6ed59b9c92c485919ad1802ed6cc367448ed91b,33,707,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",602,6D,1236100,417100,41.013,-67.047,602,6D,405500,136900,38.9,-76.936
Adult,2024,12/22/2024,19,2a808fc663f605feffee1f7f5905c66538d5fe37,3c2012ebd30123f1b7d23aae2f1c08a4bf6e9394,33,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",708,7D,399400,128500,38.824,-77.007,708,7D,399400,128500,38.824,-77.007
Adult,2024,12/22/2024,16,691508639f4640c434e86e51bcc3c8273d70b02d,6c38e606c78c44f19beab4bb63807734b97c944e,33,706,7D,BLACK,HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,707,7D,400200,130800,38.845,-76.998,707,7D,400200,130800,38.845,-76.998
Adult,2024,12/22/2024,16,d96fb933eb431b0893e5d5e7455948aa0e5c73b7,5ce7eaacc2d641f0462ad57146d02ae57ffdafbc,33,707,7D,BLACK,UNKNOWN,FEMALE,Narcotics,Poss W/i To Dist A Controlled Substance,306,3D,398100,138700,38.916,-77.022,306,3D,398100,138700,38.916,-77.022
Adult,2024,12/22/2024,15,7b6fc79932eb6197b054c7becd532e6929b6de0b,65e071bbd07ad283c84195478a7e63cff3ac2afc,32,506,5D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),104,1D,1220400,417300,41.029,-67.232,104,1D,400400,136800,38.899,-76.996
Adult,2024,12/22/2024,12,b4909395da62b5a14cb6176edfba23e53891d7ee,afb2b7b87ef8446da88f064359baedeaab9a4867,31,602,6D,BLACK,NOT HISPANIC,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),603,6D,404300,136100,38.893,-76.95,602,6D,404800,136800,38.899,-76.945
Adult,2024,12/22/2024,16,2baeec42e67d09aea0ed4011bf285e5c1beb6b7b,974e554dc9403b18f7b75f0ce7f8ca4ab88f7f57,31,,,BLACK,UNKNOWN,MALE,Narcotics,Consumption of marijuana in public space prohibited,101,1D,1213400,416400,41.028,-67.317,101,1D,398100,136600,38.898,-77.022
Adult,2024,12/22/2024,0,8560aa6f4ae6ded19f0b899a1a1c879f106b7a16,396f0245f693d85c25e038d3697fda5bd5588de9,30,402,4D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,402,4D,397100,143900,38.963,-77.034,402,4D,397100,143900,38.963,-77.034
Adult,2024,12/22/2024,4,215d15ffd28a739febfeaad6e8b5614e04f25572,92b86eaae814ac88f01ebf4bea8bb8e494cc2f2b,30,308,3D,OTHER,HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,308,3D,399000,138500,38.914,-77.011,308,3D,399000,138500,38.914,-77.011
Adult,2024,12/22/2024,7,ed2c1429667f2b9091d27c6546a3498e2877ad96,2353dcc1eca87d63df979e7c866e5a8ec083cbfd,29,,,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,706,7D,401000,129200,38.831,-76.989,706,7D,400800,129000,38.829,-76.991
Adult,2024,12/22/2024,11,e5ce9a6a83042e8db0735ce4ea32202410a0cdfa,69e502a00a8dfc7f774f317534a24b6c11c7037c,29,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,706,7D,400800,129400,38.832,-76.991,706,7D,400800,129400,38.832,-76.991
Adult,2024,12/22/2024,16,827ac65df6faeec7d146b93954cad069e270b77f,ddaca2d288575d9455e4878a97f57ab4faad2164,29,,,BLACK,UNKNOWN,FEMALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,506,5D,401500,137100,38.901,-76.983,506,5D,401500,137100,38.901,-76.983
Adult,2024,12/22/2024,20,39bce875927f6f87a9a4b6490a141b833e1f8eae,e90687600021e9c446f4ac4e1f29f12b4def6758,28,603,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,707,7D,399400,129700,38.835,-77.007,707,7D,399400,129700,38.835,-77.007
Adult,2024,12/22/2024,17,ffc858bae7c983b4e97c29127e7e8675a1d53018,a8e030dcc35e8649e72ade8a7f212df015379c94,28,,,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,202,2D,393700,142200,38.947,-77.073,202,2D,393700,142200,38.947,-77.073
Adult,2024,12/22/2024,18,cd12ab00037cc94511a878d8f91c9b68718385ad,f79247a11b953adcfcc667b1590098fe00d877cf,27,,,BLACK,UNKNOWN,MALE,Narcotics,Poss Of A Controlled Substance -misd,702,7D,1226800,401800,40.885,-67.176,702,7D,402500,131800,38.854,-76.971
Adult,2024,12/22/2024,1,fafeda08ad8bfab892ca12eecc92bcbdc103c620,07bbb610ed675a37c9d6314837453b962041e52e,27,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,307,3D,1213300,419800,41.058,-67.313,307,3D,398100,137700,38.907,-77.022
Adult,2024,12/22/2024,14,7af0fde829d4eac1839062231e9f5721057de583,9ea5ff26a771f5a924b946fa1876103325003f30,27,703,7D,BLACK,UNKNOWN,MALE,Release Violations,Bench Warrant,305,3D,398000,138700,38.916,-77.022,305,3D,398000,138700,38.916,-77.022
Adult,2024,12/22/2024,17,b1e816ee3a7ba8f94baafbeac590d052f2bbcc81,6079b8463f1e3c77608395e724ab38b23cf082bf,27,505,5D,UNKNOWN,HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,303,3D,396300,139400,38.922,-77.042,303,3D,396300,139400,38.922,-77.042
Adult,2024,12/22/2024,0,e34903c8b8506f1a730af4eb0af4387c03ae6075,8adcbe4d032fab5a336cec5c1690b34adc6a5ba7,27,404,4D,WHITE,HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,203,2D,394800,141200,38.939,-77.06,203,2D,394800,141200,38.939,-77.06
Adult,2024,12/22/2024,2,115c4dbff4b818754844b98b706ee2279e61f776,136059df43f267b53c860ecb24773b78e06b516b,26,106,1D,WHITE,NOT HISPANIC,MALE,Aggravated Assault,Felony Strangulation,106,1D,399400,134100,38.875,-77.007,106,1D,399400,134100,38.875,-77.007
Adult,2024,12/22/2024,9,9093671e2cadefb12dccb1c0f8d0ea96ecdafac1,403f7a52af98ce79fd9aef83ade929fe44ee711c,26,604,6D,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,602,6D,1237700,416300,41.003,-67.029,602,6D,406200,136700,38.898,-76.929
Adult,2024,12/22/2024,3,bbd74169077fa220852592b2305c55879456267d,af41603194f2155ed21da0c4135551a5120f53ef,26,307,3D,OTHER,HISPANIC,MALE,Simple Assault,Simple Assault,307,3D,398000,138000,38.909,-77.023,307,3D,398000,138000,38.909,-77.023
Adult,2024,12/22/2024,6,53e17a84a1d73e62d82f0bdce6e06b093a24769b,f783e43e13015a5337d226251fb5cb3dec5ab70b,25,,,BLACK,NOT HISPANIC,FEMALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,607,6D,1224800,406500,40.928,-67.194,607,6D,401800,133300,38.867,-76.979
Adult,2024,12/22/2024,18,bd4e28057824bb5f09e91c8763d4634b449d3448,af173f4bda6732c1abf2ab1835b2bcae4ffabd7a,25,,,OTHER,HISPANIC,MALE,Traffic Violations,Counterfeit Tags,106,1D,399400,134200,38.875,-77.007,106,1D,399400,134200,38.875,-77.007
Adult,2024,12/22/2024,2,647e71c78a5235e907ddffbd1fe772fdadbbd780,e5b39e119799a3f24d32d66158fb4972e96a0093,24,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,207,2D,396500,137400,38.904,-77.041,207,2D,396500,137400,38.904,-77.041
Adult,2024,12/22/2024,14,59741febd0cb65613e5945845668513f7b85763f,c1259fe915642772413f42e64d6f24dace7f1709,24,409,4D,BLACK,NOT HISPANIC,MALE,Release Violations,Probation Violation (Warrant),409,4D,397900,140700,38.934,-77.024,409,4D,397900,140700,38.934,-77.024
Adult,2024,12/22/2024,0,10b3e9d5477fe86e155feabc5f1a6cc92e6d0ce0,102b2b21844e8efbf70aa9b3588b16da0fda5650,24,405,4D,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,405,4D,399300,142400,38.949,-77.008,405,4D,399300,142400,38.949,-77.008
Adult,2024,12/22/2024,20,4b09248317090640abe01ab798c2a86b574a1ade,acb652165116e633b6e9467a6cc3e0035be70b1a,24,702,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,501,5D,399300,137600,38.906,-77.008,501,5D,399300,137600,38.906,-77.008
Adult,2024,12/22/2024,17,3e31b5c3a475ef7aac347628b5f377d95f1f6028,606de12984fdd906d320e5eeb4891d37d9d54a1f,23,607,6D,BLACK,UNKNOWN,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),702,7D,402700,132400,38.859,-76.968,702,7D,402700,132400,38.859,-76.968
Adult,2024,12/22/2024,7,d8d4d67cdc4425eccf6168e0c2d0aa08f18350f1,a6bb88f84aac9908b4679a50c4c87eb7833e7e68,23,308,3D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft (Second Degree),501,5D,399500,137600,38.906,-77.006,501,5D,399500,137600,38.906,-77.006
Adult,2024,12/22/2024,20,1bd01731c0c1e0bd08153b6590314f3cb651c007,0c26c1a6174705ae6830b6e3963bb617af073e9d,22,704,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,704,7D,401900,131500,38.851,-76.978,704,7D,401900,131500,38.851,-76.978
Adult,2024,12/22/2024,19,d10ce5f2a43c275357d238915f9e6c9ddbfbdf1f,9993c4a71fd39664a09d75cd24a6ddd1fb87d925,22,204,2D,BLACK,NOT HISPANIC,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,506,5D,401400,138600,38.915,-76.984,506,5D,401400,138600,38.915,-76.984
Adult,2024,12/22/2024,10,b91931875a8d4303a3108f8d5d3dca0c152e876b,adc2fb279ccfb5ae3a98e0f0b021b18975c1840f,21,,,WHITE,HISPANIC,MALE,Theft,Theft (Second Degree),507,5D,401600,137000,38.901,-76.982,507,5D,401600,137000,38.901,-76.982
Adult,2024,12/22/2024,18,bb98d63941b128d0c5d31f54aab75efcc79ebee9,9662457701e0aa3d0fc27b7b63bf90b34f1cdfaa,20,506,5D,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,603,6D,1235500,414100,40.986,-67.058,603,6D,405300,135800,38.89,-76.938
Adult,2024,12/22/2024,15,46caa13b46c6012d93fcf9e6c58e6ab1e0141d01,1de883fcc66440515b8457ee338f5ea13e2899ad,18,,,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property - Misd,302,3D,396900,140100,38.928,-77.035,302,3D,396800,140100,38.929,-77.037
Adult,2024,12/22/2024,23,85b767f1571216b32e715574753ba5cac6d36d1f,dbede12bdaf3506b19cf9ec27a353ef387905052,18,507,5D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,607,6D,1226100,407700,40.938,-67.178,607,6D,402300,133800,38.872,-76.974
Adult,2024,12/23/2024,19,1b2749da650d8a801457f624495f06277a6d6de0,14e207cce0e6fad556242ad24a34999728d06968,75,,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,102,1D,398900,137100,38.902,-77.013,102,1D,398900,137100,38.902,-77.013
Adult,2024,12/23/2024,11,bfdb1a732f1b382a8306c83aed611dc1433d83ba,0bd758497a10fa6540ad8bff1db7a8fbaf49dcc1,67,106,1D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,404,4D,1211800,431000,41.16,-67.317,404,4D,397600,141400,38.941,-77.028
Adult,2024,12/23/2024,11,35253107137aae0088c81550da9e14c71c474692,b4c2aff109787b8712c4be87fdcc7aa78e162378,65,409,4D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,604,6D,1241700,413500,40.974,-66.986,604,6D,407300,135700,38.889,-76.916
Adult,2024,12/23/2024,10,8754fa29be48029206465546e00e09c7a227cf0d,1703253baa576023c9a38771e751497bc51a4157,62,707,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,705,7D,1220900,397600,40.853,-67.251,705,7D,400600,130400,38.842,-76.994
Adult,2024,12/23/2024,12,0362e6b3b93c9388b1212646e5510a73fe8b1a7c,af4481b0604adc9e5f3730b8d69c8ca613109bc2,58,603,6D,BLACK,UNKNOWN,MALE,Narcotics,Consumption of marijuana in public space prohibited,603,6D,403800,135400,38.886,-76.956,603,6D,403800,135400,38.886,-76.956
Adult,2024,12/23/2024,21,ba5c2764dcee50beb3d7f617f8180bce9aa3d953,da3808ab370ac2c4d2a2120cc71119200db4d013,56,702,7D,BLACK,UNKNOWN,MALE,Theft,Theft (2 or more prior convictions),701,7D,402500,132200,38.857,-76.972,701,7D,402500,132200,38.857,-76.972
Adult,2024,12/23/2024,17,b2633629324f931d79aa22c346407a4bd7014c06,c774f1c9fdc3436f16c89197f0506db9c1198ede,54,,,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,704,7D,0,0,37.577,-81.529,704,7D,401500,130500,38.842,-76.982
Adult,2024,12/23/2024,10,146185ff91435dab764e4027d733377e61315338,e613e4f03567dbaa173ee83505014186f391a91b,53,304,3D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,707,7D,400200,130800,38.845,-76.997,707,7D,400200,130800,38.845,-76.997
Adult,2024,12/23/2024,16,94ff993c2cdbf6cf7f8112bc33cc71965cf06ddd,7135973968321e0e646ec1262c83e4349c4cf2d5,53,706,7D,BLACK,UNKNOWN,MALE,Disorderly Conduct,Affray,706,7D,400000,128800,38.827,-77,706,7D,400000,128800,38.827,-77
Adult,2024,12/23/2024,12,d864a2a9ac48e30bfb3fba371b10d88846e9289e,079ce27db4d9d5405be50f79fcdb96503b2696fb,51,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,502,5D,,,,,307,3D,397700,138100,38.91,-77.026
Adult,2024,12/23/2024,17,bcd2790ce49213310f6b67abe7f08e0648847b7f,78851d9d4bbf935a91b770630dac6886c7c75b21,50,406,4D,WHITE,HISPANIC,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated (DWI),406,4D,399000,143100,38.956,-77.011,406,4D,399000,143100,38.956,-77.011
Adult,2024,12/23/2024,11,63fd6eb25a0d19c4a6e0e517e1e98a8ae535717a,6b8a590ed44b93f5c26b0ee0a0c4be01840ea3f0,50,,,BLACK,NOT HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),503,5D,402300,138600,38.915,-76.974,507,5D,401600,136900,38.9,-76.982
Adult,2024,12/23/2024,11,2acc4edfe4f63fec9c5cb3585cea0a9660c7615f,5a3dd85337be826e6c80c81be9939700f74eeedf,48,,,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,701,7D,1222100,406200,40.928,-67.226,701,7D,,,38.867,-76.989
Adult,2024,12/23/2024,1,0ed3e4b6248472d12c90441066427d316de69263,246b73b583d90fa22065190ad6c578f76d1967cb,45,705,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,707,7D,399500,129400,38.832,-77.006,707,7D,399500,129400,38.832,-77.006
Adult,2024,12/23/2024,4,19d45f60749b27539d7076c6411d80f4e85bf0a4,804329308f2260297808cfa4ebc614a555428301,45,502,5D,BLACK,UNKNOWN,FEMALE,Theft,Theft (Second Degree),602,6D,405800,136800,38.899,-76.933,602,6D,405200,137000,38.901,-76.94
Adult,2024,12/23/2024,16,2961e82609f1ecabdf32c894fdc46fcf3ac83496,1dafd72931006b6c5689b7acddf285e9658d1476,44,104,1D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,104,1D,400200,137000,38.9,-76.997,104,1D,400200,137000,38.9,-76.997
Adult,2024,12/23/2024,20,c3e237745ef0bdfad9b5eba7a3741bed1e7ac102,a13bcd7035362228afeedcf21348ecb832c89842,44,,,BLACK,NOT HISPANIC,MALE,Narcotics,Unlawful Possession Of Liquid Pcp,702,7D,402400,132100,38.857,-76.972,702,7D,402400,132100,38.857,-76.972
Adult,2024,12/23/2024,20,3634b4ec76817bb9b1b05f8408df4a648be8c70e,d859e4bf3e3a3f10a340cf44d82c5b90b0cf35ab,43,702,7D,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,706,7D,400700,129800,38.836,-76.992,706,7D,400700,129800,38.836,-76.992
Adult,2024,12/23/2024,3,7057f0fde11f1f4c2ed97877ac35879a090035fa,fc77dd9d640be96979a43258672bc3792fdcf201,43,,,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,401,4D,397600,144700,38.97,-77.028,401,4D,397600,144700,38.97,-77.028
Adult,2024,12/23/2024,12,ede99555601c45bd32653eb4c99aaa82f9893679,e6cc223aeca6195626fd1ade92571074c60a20f5,41,707,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Permit Suspended-oas,603,6D,403700,135400,38.886,-76.957,603,6D,403700,135400,38.886,-76.957
Adult,2024,12/23/2024,0,09c0dfb0916c5101af64f17bec330bd3d64a3826,cb4f468615277da3c941f09df9fb48318d86fa1b,40,702,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,702,7D,402500,131800,38.854,-76.971,702,7D,402500,131800,38.854,-76.971
Adult,2024,12/23/2024,12,4c6162267c5a9a5247c769790402caf0b2b2f4e1,b460df5998d1dd4243d5a403ee8ad228b5b65d1e,39,608,6D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),602,6D,1238700,416400,41.003,-67.017,602,6D,406200,136400,38.896,-76.929
Adult,2024,12/23/2024,14,984ed82f9d5ed4baa55134a6edea8ae4f43ecddb,945f8b3adf95a89f3e70b62fd2f44b5655923801,38,707,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,602,6D,1238600,416000,41,-67.019,602,6D,406400,136500,38.896,-76.927
Adult,2024,12/23/2024,12,df97a55dbc94838ff3c7a770f699fbeb79c7f200,29e0604f315072c3a67b9296a41230df6822ce40,38,701,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",602,6D,1235600,418500,41.025,-67.051,602,6D,405400,137200,38.903,-76.937
Adult,2024,12/23/2024,11,f600b61b083c8fd3c3a9cb4d5d80b372f6877d7b,28799dbb8e6ce873b72ab3527414750def149bd8,38,507,5D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft (Second Degree),507,5D,401700,136900,38.9,-76.98,507,5D,401700,136900,38.9,-76.98
Adult,2024,12/23/2024,18,efa67c59f02168ed9780206a26a038270f8d23ec,2fc683cb5a4059d2e018438d28dae5e55e2dae1d,37,,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,702,7D,402500,131800,38.854,-76.971,702,7D,402500,131800,38.854,-76.971
Adult,2024,12/23/2024,8,2194670d165b9ed674fe2c7357ebe1dd0a6ac712,f5641a905c39dd8b06e8cb68657e1c086c3c53ea,37,507,5D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
